eng_input,eng_label,match_using_label,match_using_sentence,heb_input,heb_label
In accordance with this decision I,Editor,1,1,בהתאם להחלטה זו אני,עורך
"At Fairfox, everything seems to be",Fine.,1,1,אצלי בפיירפוקס הכל נראה,בסדר
The family had no husband.,Importance,1,1,המשפחה הייתה אף בעלת,חשיבות
In the center of the hotel was a courtyard.,Open,0,1,במרכז המלון הייתה חצר,פתוחה
Is it better to divide,The Colors,1,1,האם כדאי לחלק את,הצבעים
For the Quarterly Reference Discussion in Literature,There is,1,1,לדיון ההמלצה הרובע בספרות,יש
It is a step nonetheless.,Weird,1,1,בכל זאת זה צעד,מוזר
Was a member of the youth movement,The employee,1,1,היה חבר בתנועת הנוער,העובד
Inside the pies itself took place,Struggle,1,1,בתוך מפאי עצמה התרחש,מאבק
If anyone wants to answer,Lee,1,1,אם מישהו רוצה לענות,לי
The content is automatically displayed only,If,1,1,התוכן מוצג אוטומטית רק,אם
I do not pretend to present here,Philosophy,1,1,איני מתיימר להציג כאן,פילוסופיה
I finished editing too.,Jerusalem,1,1,סיימתי לערוך גם את,ירושלים
Another source will not be found,Because,0,1,אחר שמקור לא ימצא,כי
"By the way, three examples",Don't,0,1,אגב אומרים שלוש דוגמאות,לא
It comes out because the letter was written,Before,1,1,יוצא כי המכתב נכתב,לפני
The union also does not give,Garlic,1,1,האיחוד גם לא נותן,שום
German Lower spoken language,Mostly,1,1,גרמנית תחתית שפה המדוברת,בעיקר
The reader will decide whether it is,Suppression,1,1,הקורא יחליט אם זה,דיכוי
"In addition, most of the architects were",Experts,1,1,בנוסף האדריכלים ברובם היו,מומחים
If it is not important,Allow,1,1,אם הוא לא חשוב,אפשר
These are my reasons why,Delete,0,1,אלו הנימוקים שלי למה,למחוק
That is why I do not think there was,Necessity,0,1,לכן אינני חושב שהיה,צורך
"Therefore, you can be replaced.",Format,1,1,לכן אפשר להחליף את,תבנית
This synagogue is,Between,1,1,בית כנסת זה הוא,בין
There is no lack of values that do not,Related,0,1,לא חסרים ערכים שלא,קשורים
Good to have you back. I miss you.,Very,1,1,יופי שחזרת חסרת לי,מאוד
"As an example of this, you",President,1,1,כדוגמה לכך ציינה את,נשיא
Therefore the correct form should,to be,1,1,לכן הצורה הנכונה צריכה,להיות
He received an excellent education,And was,1,1,הוא קיבל חינוך מעולה,והיה
He actually served time in the military prison.,About two years,0,1,בפועל ישב בכלא הצבאי,כשנתיים
Second I don't think,Marble,0,1,שנית אני לא חושב,שיש
This policy has reached its zenith,In years,1,1,מדיניות זו הגיעה לשיאה,בשנים
In the meantime I still have,Work,1,1,בינתיים עוד יש לי,עבודה
The bridge appears in the books of,Stephen.,1,1,הגשר מופיע בספריו של,סטיבן
His wife Dr. Ginn Murphy,The attraction,1,1,אשתו דר גין מרפי,המשיכה
Later placed in place,Request,1,1,מאוחר יותר הוצבה במקום,בקשה
Most of the day there are,Load,0,1,ברוב שעות היום קיים,עומס
In addition to each function select,Representative,1,1,בנוסף כל מתפקד בחר,נציג
I was looking for values you wrote,And no,1,1,אני חיפשתי ערכים שכתבת,ולא
At the height of the struggle no,Found,1,1,בשיא תקופת המאבק לא,נמצא
Stern bought a guitar and started,Learn,0,1,שטרן קנה גיטרה והחל,ללמוד
Right Felix was also,The Character,0,1,ימין פליקס היה גם,הדמות
Also a large part of the operators,Don't,0,1,גם חלק גדול מהמפעילים,לא
He attacked sharply.,Israel,1,1,הוא תקף בחריפות את,ישראל
You can't go out with,Message,1,1,אי אפשר לצאת עם,הודעה
But let's first get,Translation,1,1,אבל בואו קודם נקבל,תרגום
If possible write an explanation,English,0,1,אם אפשר כתבו הסבר,באנגלית
Team uniform at home games,They,1,1,מדי הקבוצה במשחקי הבית,הם
Someone has uploaded a picture.,of,1,1,מישהו העלה כבר תמונה,של
If the user has an account,Soul,0,1,אם המשתמש עורך חשבון,נפש
External links in Kar Kort,Lexicon,1,1,קישורים חיצוניים בכר קורט,לקסיקון
Creative writing is actually,Process,1,1,כתיבה יוצרת היא למעשה,תהליך
Why can't we enter,Link,1,1,מדוע לא ניתן להכניס,קישור
Or at least start.,Discuss,0,1,או לכל הפחות להתחיל,לדון
In practice it was but,Way,1,1,בפועל הייתה זו אך,דרך
A Hebrew scribbled script appears,Ugly,1,1,כתב נטוי עברי נראה,מכוער
Note that there are five,Values,1,1,לציין כי קיימים חמישה,ערכים
From there he went on to college.,The Royal,0,1,משם המשיך ללמוד בקולג,המלכותי
Today I'll take care of the talk pages,And then,1,1,היום אטפל בדפי השיחה,ואז
I couldn't improve.,The wording,1,1,לא הצלחתי לשפר את,הניסוח
Welcome Ronan from Rope,Extend,0,1,בברכה רונן מ חבל,להאריך
The Picture of the Seven Species,Can,0,1,התמונה של שבעת המינים,יכולה
So I noticed I fixed,Don't,0,1,אז שמתי לב תיקנתי,לא
It may refer to Cambridge.,England,1,1,ייתכן שהכוונה ל קיימברידג,אנגליה
Light Give an accurate reference,And preferably,1,1,אור תן הפניה מדויקת,ועדיף
"After graduation, he was recruited.",The Army,0,1,לאחר סיום לימודיו גויס,לצבא
You have a smart way.,More,0,1,יש לך דרך חכמה,יותר
External features only such as,Color,1,1,תכונות חיצוניות בלבד כגון,צבע
Until then I hadn't thought,Open,0,1,עד אז לא חשבתי,לפתוח
An example can be seen in the list,The Colors,1,1,דוגמה ניתן לראות ברשימת,הצבעים
For six months September,February,1,1,למשך שישה חודשים ספטמבר,פברואר
"Religiously, Cohen was",and remains,0,1,מבחינה דתית כהן היה,ונשאר
Erickson's acting career,Don't,0,1,קריירת המשחק של אריקסון,לא
Since the value was written I,Don't,0,1,כיוון שנכתב הערך אני,לא
In fact it seemed to say,Which also,0,1,למעשה נראה היה לומר,שגם
I'm actually summarizing the,Report,0,1,אני למעשה מסכם את,הדוח
"After a few years, he began",To the Sun,0,1,לאחר מספר שנים החל,לשמש
In the year he began teaching,Course,0,1,בשנת תשן החל ללמד,קורס
This and the place of,The Woman,1,1,זאת ועוד מקומה של,האישה
Today you are a soldier in the,Tomorrow,1,1,היום אתה חייל בצהל,מחר
In the same year he also,Book,1,1,באותה שנה הוציא גם,ספר
I told you that vote,She,1,1,אמרתי לך שההצבעה הזו,היא
Ignoring if there is,In the same,0,1,התעלמות מ אם קיים,באותו
I'm okay with it anyway.,The Solution,1,1,בכל מקרה מקובל עלי,הפתרון
Was there a discussion about,The Replacement,0,1,האם היה דיון על,ההחלפה
You don't think it's,Affecting,1,1,אתה לא חושב שזה,משפיע
Elections are held every three,Years,1,1,בחירות מתקיימות כל שלוש,שנים
This value deals with the situation,of,1,1,ערך זה עוסק במצב,של
Abraham ben Shushan Commander,Corps,1,1,אברהם בן שושן מפקד,חיל
Not bad to admit once.,One,1,1,לא נורא להודות פעם,אחת
He then left,The Room,1,1,הוא אז עזב את,החדר
"Following the success of the game, he decided",The Band,1,1,בעקבות הצלחת המשחק החליטה,הלהקה
I object to the union then,Which,1,1,אני מתנגד לאיחוד אז,איזה
As I said in The Healthy Dates,They,1,1,כמו שאמר בריא התאריכים,הם
The question is really up to,How much,1,1,השאלה היא באמת עד,כמה
The minimum water depth is,3,1,1,עומק המים המינימלי הוא,3
External links Official website,of,1,1,קישורים חיצוניים האתר הרשמי,של
Replaced by Gideon Patt.,Member,1,1,החליף אותו גדעון פת,חבר
These are important values my husband,Potential,1,1,אלו ערכים חשובים בעלי,פוטנציאל
The encyclopaedia reader will not be found,In them,1,1,קורא האנציקלופדיה לא ימצא,בהם
There's nothing and a half here.,Talk,1,1,אין כאן דבר וחצי,דבר
Hezbollah operates a welfare system,and education,1,1,חיזבאללה מפעיל מערך סעד,וחינוך
The events in Hebrew years are,Such,0,1,האירועים בשנים עבריות הם,כאלה
Alex Itzik Gabbay Answers,Third,0,1,אלכס איציק גבאי עונה,שלישית
I don't think you should.,Order,0,1,אני לא חושב שצריך,להזמין
The Education Sector This Chapter,Luka,1,1,תחום החינוך פרק זה,לוקה
To the best of my knowledge there is only,District,1,1,למיטב ידיעתי יש רק,מחוז
"In the long run, however, its position",of,1,1,אולם בטווח הארוך מעמדה,של
"Unfortunately, this option is not",Exists,0,1,לצערי אופציה זו איננה,קיימת
Macau's legal system,Based,0,1,המערכת המשפטית של מקאו,מבוססת
The particle accelerator's ring,Contains,0,1,הטבעת של מאיץ החלקיקים,מכילה
Use of blunt language may,Distant,0,1,שימוש בשפה בוטה עלול,להרחיק
Excavations revealed staircases,Which led,0,1,בחפירות נחשפו גרמי מדרגות,שהובילו
And wouldn't that cause,Create,0,1,והאם זה לא יגרום,ליצירת
Created under similar circumstances,Identical,1,1,נוצרו בנסיבות דומות מצבם,זהה
And for donations the Foundation expects,Accept,0,1,ולעניין תרומות הקרן מצפה,לקבל
The decision increased popularity.,His,1,1,ההחלטה הגבירה את הפופולריות,שלו
The city has a large number of,of,1,1,בעיר פועלים מספר רב,של
The dividing line looks like,hyphen,1,1,קו מפריד נראה כמו,מקף
The video medium Art appears,In variety,1,1,מדיום הווידאו ארט מופיע,במגוון
I think there is a little,Exaggeration,1,1,נדמה לי שיש קצת,הגזמה
"In addition, links and sites were added",External,0,1,בנוסף הוכנסו קישורים ואתרים,חיצוניים
Special videos Special documentation,of,1,1,סרטונים מיוחדים תיעוד מיוחד,של
Maybe it will cause someone,Enlist,0,1,אולי זה יגרום למישהו,להתגייס
There is no obligation to create,Exemplary,0,1,אין חובה להוציא יצירת,מופת
The organization oversees operations,The charity,1,1,הארגון מפקח על פעילות,הצדקה
I'm not making any promises.,But,1,1,אני לא מבטיח כלום,אבל
If it is allowed to open,Pages,0,1,אם מותר לו לפתוח,דפים
And what about all the content,Which is,1,1,ומה על כל התוכן,שהוא
The olive tree is,The Tree,1,1,האם עץ הזית הוא,העץ
Is a good branding man,Can,1,1,האם איש מיתוג טוב,יכול
